freq_hz,spl_db
11.1335,51.010
11.2142,50.985
11.2955,50.960
11.3773,50.936
11.4598,50.911
11.5428,50.886
11.6265,50.862
11.7107,50.837
11.7956,50.765
11.8811,50.689
11.9672,50.613
12.0539,50.536
12.1412,50.460
12.2292,50.384
12.3178,50.308
12.4071,50.231
12.4970,50.289
12.5875,50.477
12.6788,50.664
12.7706,50.852
12.8632,51.039
12.9564,51.227
13.0503,51.415
13.1448,51.602
13.2401,51.709
13.3360,51.761
13.4327,51.812
13.5300,51.863
13.6281,51.915
13.7268,51.966
13.8263,52.018
13.9265,52.082
14.0274,52.260
14.1290,52.437
14.2314,52.615
14.3346,52.792
14.4384,52.970
14.5431,53.147
14.6484,53.325
14.7546,52.588
14.8615,51.851
14.9692,51.114
15.0777,50.377
15.1869,49.641
15.2970,48.904
15.4078,48.353
15.5195,48.384
15.6319,48.414
15.7452,48.445
15.8593,48.475
15.9742,48.506
16.0900,48.537
16.2066,48.201
16.3240,47.773
16.4423,47.345
16.5615,46.917
16.6815,46.490
16.8024,46.062
16.9241,45.830
17.0468,45.707
17.1703,45.585
17.2947,45.462
17.4200,45.339
17.5463,45.216
17.6734,45.199
17.8015,45.217
17.9305,45.235
18.0604,45.253
18.1913,45.271
18.3231,45.336
18.4559,45.841
18.5896,46.347
18.7243,46.852
18.8600,47.357
18.9967,47.863
19.1343,48.169
19.2730,48.373
19.4126,48.577
19.5533,48.781
19.6950,48.985
19.8377,49.120
19.9815,49.165
20.1263,49.211
20.2721,49.256
20.4190,49.301
20.5670,49.199
20.7160,48.876
20.8661,48.553
21.0173,48.229
21.1696,47.906
21.3230,47.811
21.4776,47.911
21.6332,48.011
21.7900,48.110
21.9479,48.210
22.1069,48.362
22.2671,48.524
22.4285,48.686
22.5910,48.847
22.7547,49.003
22.9196,49.145
23.0857,49.287
23.2529,49.428
23.4214,49.570
23.5912,49.894
23.7621,50.236
23.9343,50.579
24.1077,50.921
24.2824,51.312
24.4584,51.729
24.6356,52.147
24.8142,52.564
24.9940,53.074
25.1751,53.672
25.3575,54.271
25.5413,54.870
25.7264,55.613
25.9128,56.504
26.1005,57.395
26.2897,58.286
26.4802,60.082
26.6721,62.500
26.8654,64.918
27.0600,67.337
27.2561,67.727
27.4536,67.604
27.6526,67.480
27.8529,67.100
28.0548,64.506
28.2581,61.913
28.4628,59.319
28.6691,57.555
28.8769,56.600
29.0861,55.645
29.2969,54.689
29.5092,53.968
29.7230,53.246
29.9384,52.524
30.1553,51.969
30.3739,51.534
30.5940,51.099
30.8157,50.700
31.0390,50.414
31.2639,50.127
31.4904,49.841
31.7186,49.782
31.9485,49.726
32.1800,49.671
32.4132,49.108
32.6480,48.418
32.8846,47.727
33.1229,47.591
33.3629,47.708
33.6047,47.824
33.8482,47.512
34.0935,46.963
34.3406,46.414
34.5894,46.330
34.8401,46.481
35.0925,46.632
35.3468,46.270
35.6029,45.737
35.8609,45.204
36.1208,45.372
36.3826,45.625
36.6462,45.914
36.9117,46.548
37.1792,47.182
37.4486,47.578
37.7200,47.539
37.9933,47.499
38.2687,47.994
38.5460,48.762
38.8253,49.537
39.1066,50.624
39.3900,51.712
39.6755,52.567
39.9630,53.123
40.2525,53.678
40.5442,54.171
40.8380,54.656
41.1340,54.694
41.4320,54.056
41.7323,53.419
42.0347,53.571
42.3393,53.767
42.6461,53.952
42.9551,54.127
43.2664,54.229
43.5799,53.984
43.8957,53.738
44.2138,53.319
44.5342,52.869
44.8569,52.759
45.1820,52.923
45.5094,53.273
45.8391,54.054
46.1713,54.715
46.5059,54.113
46.8429,53.512
47.1823,53.532
47.5242,53.617
47.8686,53.422
48.2155,53.137
48.5649,52.750
48.9168,52.306
49.2713,51.708
49.6283,50.990
49.9879,50.644
50.3502,50.655
50.7150,50.751
51.0825,50.935
51.4527,51.279
51.8255,51.788
52.2011,52.265
52.5794,52.716
52.9604,52.747
53.3442,52.489
53.7307,52.688
54.1201,53.101
54.5122,53.619
54.9073,54.164
55.3051,52.403
55.7059,50.573
56.1096,49.457
56.5162,48.395
56.9257,47.464
57.3382,47.819
57.7537,49.427
58.1722,50.524
58.5938,51.442
59.0183,50.583
59.4460,49.572
59.8768,48.170
60.3107,48.166
60.7477,49.172
61.1879,47.911
61.6313,46.755
62.0779,46.704
62.5278,47.281
62.9809,48.269
63.4372,48.022
63.8969,47.693
64.3600,47.265
64.8263,47.415
65.2961,48.093
65.7693,50.022
66.2459,51.297
66.7259,51.930
67.2094,50.709
67.6964,51.197
68.1870,52.321
68.6811,51.622
69.1788,51.005
69.6801,50.679
70.1850,51.349
70.6936,50.373
71.2059,49.037
71.7219,48.124
72.2416,49.543
72.7651,49.957
73.2924,49.282
73.8235,51.111
74.3585,52.146
74.8973,52.773
75.4400,53.224
75.9867,51.963
76.5373,51.098
77.0919,51.322
77.6506,53.267
78.2133,54.246
78.7800,54.224
79.3509,54.119
79.9259,54.372
80.5051,54.486
81.0885,55.195
81.6761,56.345
82.2679,57.131
82.8641,56.987
83.4645,56.502
84.0694,57.408
84.6786,58.070
85.2922,58.709
85.9102,59.399
86.5328,59.881
87.1598,59.579
87.7914,58.966
88.4276,58.579
89.0684,58.012
89.7138,57.562
90.3639,57.563
91.0187,57.663
91.6783,57.319
92.3426,57.759
93.0118,57.486
93.6858,57.078
94.3647,56.216
95.0485,55.770
95.7372,55.533
96.4310,55.381
97.1298,55.286
97.8336,54.722
98.5425,54.059
99.2566,53.804
99.9759,53.817
100.7003,54.071
101.4301,54.616
102.1651,55.283
102.9054,55.950
103.6511,56.128
104.4022,56.296
105.1587,56.142
105.9208,55.985
106.6883,55.781
107.4614,55.575
108.2401,54.928
109.0245,54.283
109.8145,53.981
110.6103,53.684
111.4118,53.730
112.2191,53.766
113.0323,53.363
113.8514,52.986
114.6764,53.540
115.5074,54.051
116.3444,53.361
117.1875,52.682
118.0367,52.288
118.8920,51.876
119.7536,51.097
120.6214,50.321
121.4954,49.588
122.3758,48.885
123.2626,48.634
124.1558,48.414
125.0555,48.613
125.9617,48.815
126.8745,49.048
127.7939,49.318
128.7199,50.010
129.6527,50.659
130.5922,50.867
131.5385,51.033
132.4917,50.808
133.4518,50.623
134.4188,50.799
135.3929,50.980
136.3740,51.213
137.3622,51.459
138.3576,51.816
139.3602,52.149
140.3701,52.309
141.3872,52.514
142.4118,53.018
143.4438,53.516
144.4832,53.971
145.5302,54.329
146.5848,54.114
147.6470,53.942
148.7169,54.009
149.7946,54.042
150.8800,53.894
151.9734,53.790
153.0746,53.907
154.1839,54.018
155.3012,54.102
156.4265,54.087
157.5601,53.612
158.7018,53.286
159.8518,53.614
161.0102,54.038
162.1769,54.869
163.3521,55.578
164.5359,55.798
165.7282,55.889
166.9291,55.485
168.1387,55.071
169.3571,54.613
170.5844,53.969
171.8205,52.665
173.0656,51.568
174.3197,51.182
175.5829,51.173
176.8552,52.403
178.1368,53.171
179.4276,52.477
180.7278,51.869
182.0375,51.523
183.3566,51.253
184.6853,51.209
186.0236,51.239
187.3716,51.479
188.7293,51.903
190.0969,52.832
191.4745,53.650
192.8620,54.173
194.2595,54.633
195.6672,54.933
197.0851,55.252
198.5133,55.618
199.9518,55.951
201.4007,56.204
202.8601,56.460
204.3301,56.726
205.8108,57.024
207.3022,57.394
208.8044,57.719
210.3175,57.944
211.8415,58.119
213.3766,58.188
214.9228,58.345
216.4802,58.683
218.0489,58.931
219.6290,59.003
221.2205,59.072
222.8236,59.137
224.4383,59.112
226.0646,58.920
227.7028,58.831
229.3528,58.924
231.0148,59.128
232.6888,59.525
234.3750,59.816
236.0734,59.926
237.7841,60.005
239.5071,60.032
241.2427,60.049
242.9909,60.052
244.7517,60.146
246.5252,60.381
248.3117,60.588
250.1110,60.751
251.9234,61.015
253.7490,61.429
255.5877,61.631
257.4398,61.528
259.3054,61.379
261.1844,61.165
263.0770,61.024
264.9834,60.983
266.9036,60.982
268.8377,61.032
270.7858,61.019
272.7480,60.925
274.7245,60.748
276.7152,60.468
278.7204,60.166
280.7401,59.839
282.7745,59.524
284.8236,59.222
286.8875,58.682
288.9665,57.869
291.0604,57.497
293.1696,57.615
295.2940,57.750
297.4338,57.903
299.5891,57.875
301.7601,57.653
303.9468,57.388
306.1493,57.078
308.3678,56.615
310.6023,55.999
312.8531,55.709
315.1202,55.738
317.4036,55.831
319.7037,55.986
322.0204,55.870
324.3539,55.507
326.7043,55.230
329.0717,55.030
331.4563,54.981
333.8582,55.062
336.2774,55.275
338.7143,55.600
341.1687,55.784
343.6410,55.850
346.1311,55.965
348.6393,56.118
351.1657,56.377
353.7104,56.718
356.2735,56.852
358.8552,56.828
361.4557,56.843
364.0749,56.887
366.7132,56.978
369.3705,57.101
372.0471,57.614
374.7431,58.398
377.4587,58.913
380.1939,59.248
382.9489,59.481
385.7239,59.647
388.5191,59.677
391.3344,59.619
394.1702,59.520
397.0265,59.393
399.9035,59.475
402.8014,59.683
405.7203,59.774
408.6603,59.797
411.6216,59.658
414.6044,59.428
417.6088,59.443
420.6349,59.594
423.6830,59.947
426.7532,60.407
429.8456,60.119
432.9605,59.441
436.0979,58.834
439.2580,58.261
442.4411,57.890
445.6472,57.618
448.8765,57.315
452.1293,56.996
455.4056,56.354
458.7057,55.563
462.0296,55.452
465.3777,55.644
468.7500,55.778
472.1468,55.887
475.5681,56.002
479.0143,56.119
482.4854,56.275
485.9817,56.445
489.5033,56.126
493.0505,55.616
496.6233,55.667
500.2221,55.929
503.8469,55.352
507.4980,54.470
511.1755,54.570
514.8797,55.016
518.6107,55.372
522.3688,55.697
526.1541,55.502
529.9668,55.138
533.8072,55.014
537.6754,54.966
541.5716,54.423
545.4960,53.729
549.4489,52.393
553.4304,50.870
557.4408,50.269
561.4803,49.927
565.5490,50.014
569.6472,50.216
573.7751,49.857
577.9329,49.353
582.1208,49.331
586.3391,49.429
590.5880,49.651
594.8676,49.901
599.1783,50.480
603.5202,51.134
607.8935,51.480
612.2986,51.760
616.7356,52.241
621.2047,52.764
625.7062,52.469
630.2403,52.013
634.8073,51.487
639.4074,50.949
644.0408,50.242
648.7078,49.506
653.4086,48.526
658.1434,47.506
662.9126,46.689
667.7163,45.903
672.5549,46.048
677.4285,46.333
682.3374,46.380
687.2819,46.394
692.2623,46.728
697.2787,47.103
702.3314,47.942
707.4208,48.838
712.5471,48.798
717.7105,48.651
722.9113,49.009
728.1498,49.420
733.4263,49.475
738.7410,49.494
744.0942,49.131
749.4863,48.734
754.9173,48.954
760.3878,49.225
765.8979,49.518
771.4479,49.814
777.0381,49.604
782.6688,49.361
788.3404,49.859
794.0530,50.399
799.8071,50.199
805.6028,49.962
811.4405,50.318
817.3206,50.699
823.2432,50.347
829.2088,49.968
835.2175,49.214
841.2699,48.449
847.3661,49.181
853.5064,49.943
859.6913,50.464
865.9210,50.981
872.1958,52.249
878.5161,53.522
884.8822,52.725
891.2944,51.928
897.7531,51.217
904.2586,50.509
910.8112,50.005
917.4113,49.505
924.0592,49.200
930.7554,48.922
937.5000,49.654
944.2935,50.378
951.1363,50.867
958.0286,51.354
964.9708,51.819
971.9634,52.292
979.0067,52.932
986.1010,53.531
993.2467,53.452
1000.4441,53.370
1007.6938,53.241
1014.9959,53.165
1022.3510,53.800
1029.7594,54.347
1037.2214,53.809
1044.7376,53.371
1052.3082,54.051
1059.9336,54.641
1067.6143,54.303
1075.3507,53.984
1083.1432,53.853
1090.9921,53.818
1098.8978,54.628
1106.8609,55.402
1114.8817,55.877
1122.9606,56.318
1131.0980,56.496
1139.2944,56.589
1147.5502,56.076
1155.8658,55.567
1164.2417,55.083
1172.6783,54.647
1181.1760,54.510
1189.7353,54.427
1198.3566,54.665
1207.0404,54.889
1215.7871,55.024
1224.5972,55.025
1233.4711,54.305
1242.4094,53.545
1251.4124,52.581
1260.4806,51.656
1269.6146,50.911
1278.8147,50.172
1288.0815,49.458
1297.4155,48.965
1306.8171,49.444
1316.2869,49.837
1325.8252,49.866
1335.4327,49.905
1345.1098,49.987
1354.8570,49.907
1364.6749,49.198
1374.5639,48.541
1384.5245,48.076
1394.5573,47.653
1404.6629,47.381
1414.8417,47.073
1425.0942,46.643
1435.4210,46.183
1445.8226,45.626
1456.2997,45.216
1466.8526,45.275
1477.4820,45.341
1488.1885,45.430
1498.9725,45.478
1509.8347,45.402
1520.7756,45.110
1531.7957,44.207
1542.8958,43.483
1554.0762,43.255
1565.3377,43.112
1576.6808,43.190
1588.1061,43.367
1599.6141,43.797
1611.2056,43.989
1622.8811,43.589
1634.6411,43.182
1646.4864,42.759
1658.4175,42.543
1670.4351,42.810
1682.5398,42.548
1694.7321,41.099
1707.0129,39.836
1719.3826,38.979
1731.8419,39.004
1744.3916,40.892
1757.0322,42.312
1769.7643,42.777
1782.5888,43.105
1795.5062,43.158
1808.5171,43.342
1821.6224,43.777
1834.8226,44.435
1848.1185,45.507
1861.5107,46.059
1875.0000,45.668
1888.5870,45.395
1902.2725,45.330
1916.0572,45.226
1929.9417,45.053
1943.9268,45.164
1958.0133,45.745
1972.2019,46.334
1986.4933,46.935
2000.8883,47.281
2015.3875,47.225
2029.9918,47.283
2044.7020,47.511
2059.5188,47.378
2074.4429,46.710
2089.4751,46.443
2104.6163,46.753
2119.8673,47.128
2135.2287,47.595
2150.7014,47.603
2166.2863,46.989
2181.9841,46.600
2197.7957,46.507
2213.7218,46.348
2229.7633,46.102
2245.9211,46.440
2262.1960,47.509
2278.5888,48.561
2295.1004,49.595
2311.7316,50.088
2328.4834,49.943
2345.3565,49.648
2362.3520,49.183
2379.4705,49.007
2396.7132,49.156
2414.0807,48.772
2431.5742,47.807
2449.1944,47.282
2466.9422,47.224
2484.8187,47.232
2502.8247,47.311
2520.9612,47.582
2539.2292,48.047
2557.6295,48.089
2576.1631,47.720
2594.8310,47.239
2613.6342,46.654
2632.5737,46.432
2651.6504,46.546
2670.8654,46.654
2690.2196,46.756
2709.7140,47.085
2729.3497,47.611
2749.1277,48.060
2769.0490,48.444
2789.1147,48.662
2809.3258,48.743
2829.6833,48.305
2850.1884,47.450
2870.8420,47.713
2891.6453,48.851
2912.5994,49.437
2933.7052,49.604
2954.9641,50.097
2976.3770,50.831
2997.9450,50.985
3019.6694,50.722
3041.5511,50.731
3063.5915,50.929
3085.7915,50.806
3108.1524,50.464
3130.6754,50.232
3153.3616,50.073
3176.2121,49.940
3199.2283,49.825
3222.4112,50.448
3245.7621,51.533
3269.2822,52.191
3292.9728,52.591
3316.8350,52.880
3340.8702,53.103
3365.0795,53.178
3389.4643,53.168
3414.0257,53.355
3438.7652,53.651
3463.6839,53.986
3488.7832,54.342
3514.0643,55.015
3539.5287,55.855
3565.1776,56.255
3591.0123,56.431
3617.0343,55.923
3643.2448,55.077
3669.6452,54.441
3696.2370,53.903
3723.0215,53.598
3750.0000,53.399
3777.1740,53.603
3804.5450,53.987
3832.1143,54.579
3859.8834,55.261
3887.8537,56.459
3916.0267,57.872
3944.4038,58.118
3972.9866,57.891
4001.7765,57.997
4030.7750,58.234
4059.9837,58.627
4089.4040,59.080
4119.0375,59.427
4148.8857,59.736
4178.9503,60.008
4209.2327,60.266
4239.7345,59.874
4270.4574,59.260
4301.4029,58.643
4332.5726,58.025
4363.9682,57.889
4395.5913,57.906
4427.4436,58.236
4459.5267,58.662
4491.8422,59.060
4524.3920,59.451
4557.1776,59.659
4590.2008,59.815
4623.4633,59.826
4656.9668,59.798
4690.7131,60.094
4724.7039,60.474
4758.9411,60.964
4793.4263,61.481
4828.1615,62.015
4863.1483,62.553
4898.3887,63.036
4933.8845,63.507
4969.6374,63.865
5005.6495,64.199
5041.9225,64.435
5078.4583,64.650
5115.2589,64.737
5152.3262,64.798
5189.6621,64.820
5227.2685,64.834
5265.1474,64.797
5303.3009,64.752
5341.7308,64.038
5380.4391,63.211
5419.4280,62.361
5458.6994,61.507
5498.2554,61.599
5538.0980,61.833
5578.2294,62.131
5618.6515,62.438
5659.3666,62.709
5700.3767,62.975
5741.6840,63.156
5783.2906,63.328
5825.1987,63.191
5867.4105,63.018
5909.9282,62.083
5952.7539,61.068
5995.8901,61.102
6039.3387,61.241
6083.1023,61.181
6127.1829,61.103
6171.5830,61.320
6216.3049,61.561
6261.3508,61.191
6306.7231,60.775
6352.4242,60.661
6398.4565,60.566
6444.8224,60.106
6491.5242,59.623
6538.5645,59.390
6585.9456,59.170
6633.6701,58.510
6681.7404,57.831
6730.1590,57.722
6778.9285,57.633
6828.0514,57.343
6877.5303,57.046
6927.3677,57.173
6977.5663,57.309
7028.1286,57.551
7079.0573,57.793
7130.3551,57.811
7182.0246,57.826
7234.0685,58.332
7286.4896,58.834
7339.2905,58.544
7392.4740,58.254
7446.0429,58.040
7500.0000,57.827
7554.3481,57.750
7609.0900,57.673
7664.2286,57.604
7719.7668,57.541
7775.7074,57.682
7832.0534,57.816
7888.8077,57.759
7945.9732,57.697
8003.5530,57.518
8061.5500,57.340
8119.9674,57.177
8178.8080,57.021
8238.0750,56.974
8297.7715,56.892
8357.9006,56.313
8418.4654,55.751
8479.4690,55.409
8540.9148,55.043
8602.8057,54.388
8665.1452,53.814
8727.9364,54.070
8791.1827,54.337
8854.8872,54.710
8919.0534,55.046
8983.6845,55.062
9048.7840,55.117
9114.3552,55.489
9180.4016,55.800
9246.9265,55.639
9313.9336,55.508
9381.4262,55.603
9449.4079,55.707
9517.8822,55.881
9586.8527,56.043
9656.3230,56.133
9726.2967,56.213
9796.7774,56.228
9867.7689,56.220
9939.2748,56.087
10011.2989,55.980
10083.8449,56.010
10156.9166,56.107
10230.5178,56.546
10304.6524,56.918
10379.3241,56.971
10454.5370,57.008
10530.2949,56.974
10606.6017,56.846
10683.4615,56.301
10760.8783,55.866
10838.8561,55.897
10917.3989,55.891
10996.5108,55.739
11076.1961,55.537
11156.4588,55.142
11237.3031,54.782
11318.7332,54.556
11400.7534,54.304
11483.3680,53.965
11566.5812,53.639
11650.3974,53.363
11734.8210,53.189
11819.8563,53.351
11905.5079,53.436
11991.7801,53.277
12078.6775,53.304
12166.2046,53.906
12254.3659,54.458
12343.1661,54.865
12432.6098,55.275
12522.7016,55.694
12613.4462,55.989
12704.8485,55.945
12796.9130,55.976
12889.6447,56.207
12983.0484,56.370
13077.1289,56.356
13171.8912,56.300
13267.3402,56.139
13363.4808,55.915
13460.3181,55.537
13557.8571,55.246
13656.1029,55.159
13755.0606,55.239
13854.7355,55.693
13955.1326,55.823
14056.2573,55.243
14158.1147,54.854
14260.7102,54.870
14364.0492,54.915
14468.1370,55.022
14572.9791,55.047
14678.5809,54.908
14784.9480,54.672
14892.0858,54.248
15000.0000,53.920
15108.6962,53.772
15218.1800,53.657
15328.4572,53.600
15439.5335,53.547
15551.4148,53.500
15664.1067,53.392
15777.6153,53.177
15891.9464,52.924
16007.1060,52.610
16123.1001,52.162
16239.9347,51.496
16357.6160,50.964
16476.1500,50.643
16595.5430,50.565
16715.8011,50.857
16836.9307,50.778
16958.9381,50.147
17081.8295,49.552
17205.6115,49.008
17330.2905,48.754
17455.8729,48.905
17582.3653,48.965
17709.7744,48.901
17838.1067,48.869
17967.3690,48.880
18097.5680,48.821
18228.7104,48.676
18360.8031,48.596
18493.8531,48.599
18627.8672,48.737
18762.8524,49.037
18898.8157,49.338
19035.7644,49.638
19173.7054,49.863
19312.6459,50.003
19452.5933,50.166
19593.5548,50.355
19735.5378,50.459
19878.5496,50.471
20022.5978,50.194
20167.6898,49.610
20313.8332,49.246
20461.0356,49.109
20609.3047,48.799
20758.6482,48.314
20909.0740,47.622
21060.5897,46.727
21213.2034,45.805
21366.9231,44.856
21521.7566,43.949
21677.7121,43.080
21834.7977,42.153
21993.0217,41.175
22152.3922,40.397
22312.9176,39.795
22474.6062,38.549
22637.4664,36.752
22801.5068,34.861
22966.7359,32.891
23133.1624,30.586
23300.7948,28.012
23469.6420,25.459
23639.7127,22.923
