"Sens Factor =2.0007dB, SERNO: 7021922"
2185.849	0.1585
2213.06	0.1696
2240.61	0.1810
2268.503	0.1927
2296.743	0.2045
2325.334	0.2160
2354.282	0.2272
2383.59	0.2384
2413.262	0.2497
2443.305	0.2614
2473.721	0.2735
2504.515	0.2861
2535.693	0.2993
2567.26	0.3131
2599.219	0.3275
2631.576	0.3425
2664.335	0.3579
2697.503	0.3738
2731.084	0.3903
2765.082	0.4072
2799.504	0.4245
2834.354	0.4422
2869.638	0.4603
2905.362	0.4786
2941.53	0.4972
2978.148	0.5160
3015.222	0.5350
3052.758	0.5542
3090.761	0.5737
3129.237	0.5934
3168.192	0.6132
3207.632	0.6331
3247.563	0.6532
3287.991	0.6733
3328.923	0.6934
3370.364	0.7135
3412.32	0.7335
3454.799	0.7536
3497.807	0.7736
3541.351	0.7937
3585.436	0.8139
3630.07	0.8343
3675.26	0.8549
3721.012	0.8757
3767.334	0.8969
3814.233	0.9187
3861.715	0.9413
3909.789	0.9648
3958.46	0.9890
4007.738	1.0137
4057.63	1.0388
4108.142	1.0644
4159.283	1.0903
4211.061	1.1166
4263.483	1.1431
4316.559	1.1699
4370.294	1.1969
4424.699	1.2241
4479.781	1.2514
4535.548	1.2786
4592.01	1.3057
4649.175	1.3327
4707.051	1.3595
4765.648	1.3861
4824.975	1.4123
4885.039	1.4381
4945.852	1.4634
5007.421	1.4879
5069.757	1.5115
5132.87	1.5342
5196.768	1.5559
5261.46	1.5767
5326.959	1.5966
5393.273	1.6157
5460.413	1.6342
5528.388	1.6520
5597.209	1.6693
5666.887	1.6862
5737.433	1.7026
5808.857	1.7186
5881.169	1.7342
5954.383	1.7494
6028.507	1.7644
6103.555	1.7792
6179.536	1.7939
6256.464	1.8085
6334.349	1.8232
6413.204	1.8379
6493.04	1.8527
6573.87	1.8676
6655.706	1.8825
6738.562	1.8973
6822.448	1.9118
6907.379	1.9259
6993.367	1.9395
7080.426	1.9527
7168.568	1.9653
7257.808	1.9774
7348.158	1.9890
7439.633	2.0001
7532.248	2.0107
7626.015	2.0207
7720.949	2.0300
7817.065	2.0385
7914.377	2.0463
8012.901	2.0537
8112.652	2.0607
8213.645	2.0676
8315.894	2.0746
8419.416	2.0818
8524.228	2.0894
8630.343	2.0973
8737.78	2.1055
8846.555	2.1139
8956.683	2.1224
9068.182	2.1308
9181.069	2.1389
9295.362	2.1465
9411.078	2.1534
9528.233	2.1595
9646.849	2.1646
9766.939	2.1688
9888.525	2.1717
10011.625	2.1733
10136.257	2.1735
10262.44	2.1721
10390.195	2.1690
10519.54	2.1642
10650.495	2.1574
10783.08	2.1490
10917.316	2.1387
11053.223	2.1267
11190.821	2.1130
11330.133	2.0976
11471.179	2.0807
11613.98	2.0622
11758.561	2.0421
11904.939	2.0204
12053.141	1.9972
12203.188	1.9727
12355.102	1.9469
12508.907	1.9192
12664.627	1.8897
12822.286	1.8586
12981.907	1.8257
13143.516	1.7910
13307.136	1.7544
13472.793	1.7156
13640.512	1.6749
13810.319	1.6321
13982.24	1.5874
14156.302	1.5407
14332.529	1.4920
14510.951	1.4414
14691.595	1.3889
14874.486	1.3344
15059.655	1.2783
15247.129	1.2204
15436.937	1.1607
15629.106	1.0997
15823.669	1.0374
16020.654	0.9742
16220.091	0.9108
16422.01	0.8474
16626.443	0.7841
16833.422	0.7210
17042.977	0.6584
17255.141	0.5956
17469.945	0.5326
17687.424	0.4690
17907.609	0.4366
18130.537	0.4034
18356.24	0.3695
18584.752	0.3351
18816.107	0.2999
19050.346	0.2641
19287.498	0.2277
19527.604	0.1908
19770.697	0.1533
20016.816	0.1154

